symbol	hgncId	ncbiGeneId	ensemblGeneId
COIL	HGNC:2184	8161	ENSG00000121058
COL5A3	HGNC:14864	50509	ENSG00000080573
COL6A5	HGNC:26674	256076	ENSG00000172752
COL6A6	HGNC:27023	131873	ENSG00000206384
COL8A1	HGNC:2215	1295	ENSG00000144810
COL15A1	HGNC:2192	1306	ENSG00000204291
COL16A1	HGNC:2193	1307	ENSG00000084636
COL19A1	HGNC:2196	1310	ENSG00000082293
COL20A1	HGNC:14670	57642	ENSG00000101203
COL21A1	HGNC:17025	81578	ENSG00000124749
COL22A1	HGNC:22989	169044	ENSG00000169436
COL23A1	HGNC:22990	91522	ENSG00000050767
COL24A1	HGNC:20821	255631	ENSG00000171502
COL26A1	HGNC:18038	136227	ENSG00000160963
COL28A1	HGNC:22442	340267	ENSG00000215018
COLEC12	HGNC:16016	81035	ENSG00000158270
COLGALT2	HGNC:16790	23127	ENSG00000198756
COMMD1	HGNC:23024	150684	ENSG00000173163
COMMD2	HGNC:24993	51122	ENSG00000114744
COMMD3	HGNC:23332	23412	ENSG00000148444
COMMD4	HGNC:26027	54939	ENSG00000140365
COMMD5	HGNC:17902	28991	ENSG00000170619
COMMD6	HGNC:24015	170622	ENSG00000188243
COMMD7	HGNC:16223	149951	ENSG00000149600
COMMD8	HGNC:26036	54951	ENSG00000169019
COMMD9	HGNC:25014	29099	ENSG00000110442
COMMD10	HGNC:30201	51397	ENSG00000145781
COMTD1	HGNC:26309	118881	ENSG00000165644
COP1	HGNC:17440	64326	ENSG00000143207
COPE	HGNC:2234	11316	ENSG00000105669
COPG2	HGNC:2237	26958	ENSG00000158623
COPRS	HGNC:28848	55352	ENSG00000172301
COPS2	HGNC:30747	9318	ENSG00000166200
COPS3	HGNC:2239	8533	ENSG00000141030
COPS4	HGNC:16702	51138	ENSG00000138663
COPS5	HGNC:2240	10987	ENSG00000121022
COPS6	HGNC:21749	10980	ENSG00000168090
COPS7A	HGNC:16758	50813	ENSG00000111652
COPS7B	HGNC:16760	64708	ENSG00000144524
COPS8	HGNC:24335	10920	ENSG00000198612
COPS9	HGNC:21314	150678	ENSG00000172428
COPZ2	HGNC:19356	51226	ENSG00000005243
COQ3	HGNC:18175	51805	ENSG00000132423
COQ10A	HGNC:26515	93058	ENSG00000135469
COQ10B	HGNC:25819	80219	ENSG00000115520
CORO1B	HGNC:2253	57175	ENSG00000172725
CORO1C	HGNC:2254	23603	ENSG00000110880
CORO2A	HGNC:2255	7464	ENSG00000106789
CORO2B	HGNC:2256	10391	ENSG00000103647
CORO6	HGNC:21356	84940	ENSG00000167549
CORO7	HGNC:26161	79585	ENSG00000262246
CORT	HGNC:2257	1325	ENSG00000241563
COTL1	HGNC:18304	23406	ENSG00000103187
COX5B	HGNC:2269	1329	ENSG00000135940
COX6B2	HGNC:24380	125965	ENSG00000160471
COX6C	HGNC:2285	1345	ENSG00000164919
COX7A1	HGNC:2287	1346	ENSG00000161281
COX7A2	HGNC:2288	1347	ENSG00000112695
COX7A2L	HGNC:2289	9167	ENSG00000115944
COX7B2	HGNC:24381	170712	ENSG00000170516
COX7C	HGNC:2292	1350	ENSG00000127184
COX8C	HGNC:24382	341947	ENSG00000187581
COX17	HGNC:2264	10063	ENSG00000138495
COX19	HGNC:28074	90639	ENSG00000240230
COXFA4L2	HGNC:29836	56901	ENSG00000185633
COXFA4L3	HGNC:29898	84419	ENSG00000166920
CPA2	HGNC:2297	1358	ENSG00000158516
CPA3	HGNC:2298	1359	ENSG00000163751
CPA4	HGNC:15740	51200	ENSG00000128510
CPA5	HGNC:15722	93979	ENSG00000158525
CPB1	HGNC:2299	1360	ENSG00000153002
CPB2	HGNC:2300	1361	ENSG00000080618
CPD	HGNC:2301	1362	ENSG00000108582
CPEB1	HGNC:21744	64506	ENSG00000214575
CPEB2	HGNC:21745	132864	ENSG00000137449
CPEB3	HGNC:21746	22849	ENSG00000107864
CPEB4	HGNC:21747	80315	ENSG00000113742
CPED1	HGNC:26159	79974	ENSG00000106034
CPHXL	HGNC:51815	105371346	ENSG00000283755
CPHXL2	HGNC:55919	112268164	ENSG00000284484
CPLANE2	HGNC:28127	79363	ENSG00000132881
CPLX2	HGNC:2310	10814	ENSG00000145920
CPLX3	HGNC:27652	594855	ENSG00000213578
CPLX4	HGNC:24330	339302	ENSG00000166569
CPM	HGNC:2311	1368	ENSG00000135678
CPN2	HGNC:2313	1370	ENSG00000178772
CPNE1	HGNC:2314	8904	ENSG00000214078
CPNE2	HGNC:2315	221184	ENSG00000140848
CPNE3	HGNC:2316	8895	ENSG00000085719
CPNE4	HGNC:2317	131034	ENSG00000196353
CPNE5	HGNC:2318	57699	ENSG00000124772
CPNE6	HGNC:2319	9362	ENSG00000100884
CPNE7	HGNC:2320	27132	ENSG00000178773
CPNE8	HGNC:23498	144402	ENSG00000139117
CPNE9	HGNC:24336	151835	ENSG00000144550
CPO	HGNC:21011	130749	ENSG00000144410
CPPED1	HGNC:25632	55313	ENSG00000103381
CPQ	HGNC:16910	10404	ENSG00000104324
CPSF2	HGNC:2325	53981	ENSG00000165934
CPSF4	HGNC:2327	10898	ENSG00000160917
CPSF4L	HGNC:33632	642843	ENSG00000187959
CPSF6	HGNC:13871	11052	ENSG00000111605
CPSF7	HGNC:30098	79869	ENSG00000149532
CPTP	HGNC:28116	80772	ENSG00000224051
CPVL	HGNC:14399	54504	ENSG00000106066
CPXCR1	HGNC:2332	53336	ENSG00000147183
CPXM1	HGNC:15771	56265	ENSG00000088882
CPXM2	HGNC:26977	119587	ENSG00000121898
CPZ	HGNC:2333	8532	ENSG00000109625
CR1L	HGNC:2335	1379	ENSG00000197721
CRABP1	HGNC:2338	1381	ENSG00000166426
CRABP2	HGNC:2339	1382	ENSG00000143320
CRACD	HGNC:29219	57482	ENSG00000109265
CRACDL	HGNC:33454	343990	ENSG00000196872
CRACR2B	HGNC:28703	283229	ENSG00000177685
CRAMP1	HGNC:14122	57585	ENSG00000007545
CRB3	HGNC:20237	92359	ENSG00000130545
CRCP	HGNC:17888	27297	ENSG00000241258
CRCT1	HGNC:29875	54544	ENSG00000169509
CREB3	HGNC:2347	10488	ENSG00000107175
CREB3L4	HGNC:18854	148327	ENSG00000143578
CREB5	HGNC:16844	9586	ENSG00000146592
CREBL2	HGNC:2350	1389	ENSG00000111269
CREBRF	HGNC:24050	153222	ENSG00000164463
CREBZF	HGNC:24905	58487	ENSG00000137504
CREG1	HGNC:2351	8804	ENSG00000143162
CREG2	HGNC:14272	200407	ENSG00000175874
CRELD2	HGNC:28150	79174	ENSG00000184164
CREM	HGNC:2352	1390	ENSG00000095794
CRHBP	HGNC:2356	1393	ENSG00000145708
CRHR1	HGNC:2357	1394	ENSG00000120088
CRHR2	HGNC:2358	1395	ENSG00000106113
CRIP1	HGNC:2360	1396	ENSG00000213145
CRIP2	HGNC:2361	1397	ENSG00000182809
CRIP3	HGNC:17751	401262	ENSG00000146215
CRIPTO3	HGNC:11703	6998	ENSG00000225366
CRISP1	HGNC:304	167	ENSG00000124812
CRISP2	HGNC:12024	7180	ENSG00000124490
CRISP3	HGNC:16904	10321	ENSG00000096006
CRISPLD1	HGNC:18206	83690	ENSG00000121005
CRISPLD2	HGNC:25248	83716	ENSG00000103196
CRK	HGNC:2362	1398	ENSG00000167193
CRLF2	HGNC:14281	64109	ENSG00000205755
CRLF3	HGNC:17177	51379	ENSG00000176390
CRMP1	HGNC:2365	1400	ENSG00000072832
CRNN	HGNC:1230	49860	ENSG00000143536
CROCC	HGNC:21299	9696	ENSG00000058453
CROCC2	HGNC:51677	728763	ENSG00000226321
CROT	HGNC:2366	54677	ENSG00000005469
CRP	HGNC:2367	1401	ENSG00000132693
CRTAC1	HGNC:14882	55118	ENSG00000095713
CRTAM	HGNC:24313	56253	ENSG00000109943
CRTC1	HGNC:16062	23373	ENSG00000105662
CRTC2	HGNC:27301	200186	ENSG00000160741
CRTC3	HGNC:26148	64784	ENSG00000140577
CRY2	HGNC:2385	1408	ENSG00000121671
CRYBG1	HGNC:356	202	ENSG00000112297
CRYBG2	HGNC:17295	55057	ENSG00000176092
CRYBG3	HGNC:34427	131544	ENSG00000080200
CRYGA	HGNC:2408	1418	ENSG00000168582
CRYGN	HGNC:20458	155051	ENSG00000127377
CRYL1	HGNC:18246	51084	ENSG00000165475
CRYZ	HGNC:2419	1429	ENSG00000116791
CRYZL1	HGNC:2420	9946	ENSG00000205758
CS	HGNC:2422	1431	ENSG00000062485
CSAD	HGNC:18966	51380	ENSG00000139631
CSAG1	HGNC:24294	158511	ENSG00000198930
CSAG2	HGNC:16847	102723547	ENSG00000268902
CSAG3	HGNC:26237	389903	ENSG00000268916
CSDC2	HGNC:30359	27254	ENSG00000172346
CSE1L	HGNC:2431	1434	ENSG00000124207
CSF1	HGNC:2432	1435	ENSG00000184371
CSF2	HGNC:2434	1437	ENSG00000164400
CSF3	HGNC:2438	1440	ENSG00000108342
CSGALNACT2	HGNC:24292	55454	ENSG00000169826
CSH1	HGNC:2440	1442	ENSG00000136488
CSH2	HGNC:2441	1443	ENSG00000213218
CSHL1	HGNC:2442	1444	ENSG00000204414
CSK	HGNC:2444	1445	ENSG00000103653
CSKMT	HGNC:33113	751071	ENSG00000214756
CSMD1	HGNC:14026	64478	ENSG00000183117
CSMD2	HGNC:19290	114784	ENSG00000121904
CSMD3	HGNC:19291	114788	ENSG00000164796
CSN1S1	HGNC:2445	1446	ENSG00000126545
CSN2	HGNC:2447	1447	ENSG00000135222
CSN3	HGNC:2446	1448	ENSG00000171209
CSNK1A1	HGNC:2451	1452	ENSG00000113712
CSNK1A1L	HGNC:20289	122011	ENSG00000180138
CSNK1E	HGNC:2453	1454	ENSG00000213923
CSNK1G1	HGNC:2454	53944	ENSG00000169118
CSNK1G2	HGNC:2455	1455	ENSG00000133275
CSNK1G3	HGNC:2456	1456	ENSG00000151292
CSNK2A2	HGNC:2459	1459	ENSG00000070770
CSNK2A2IP	HGNC:53637	111064647	ENSG00000283434
CSNK2A3	HGNC:2458	283106	ENSG00000254598
CSPG4	HGNC:2466	1464	ENSG00000173546
CSPG5	HGNC:2467	10675	ENSG00000114646
CSRNP1	HGNC:14300	64651	ENSG00000144655
CSRNP2	HGNC:16006	81566	ENSG00000110925
CSRNP3	HGNC:30729	80034	ENSG00000178662
CSRP2	HGNC:2470	1466	ENSG00000175183
CST1	HGNC:2473	1469	ENSG00000170373
CST2	HGNC:2474	1470	ENSG00000170369
CST4	HGNC:2476	1472	ENSG00000101441
CST5	HGNC:2477	1473	ENSG00000170367
CST7	HGNC:2479	8530	ENSG00000077984
CST8	HGNC:2480	10047	ENSG00000125815
CST9	HGNC:13261	128822	ENSG00000173335
CST9L	HGNC:16233	128821	ENSG00000101435
CST11	HGNC:15959	140880	ENSG00000125831
CSTF1	HGNC:2483	1477	ENSG00000101138
CSTF2T	HGNC:17086	23283	ENSG00000177613
CSTF3	HGNC:2485	1479	ENSG00000176102
CSTL1	HGNC:15958	128817	ENSG00000125823
CSTPP1	HGNC:28720	79096	ENSG00000149179
CT45A1	HGNC:33267	541466	ENSG00000268940
CT45A2	HGNC:28400	728911	ENSG00000271449
CT45A3	HGNC:33268	441519	ENSG00000269096
CT45A5	HGNC:33270	441521	ENSG00000228836
CT45A6	HGNC:33271	541465	ENSG00000278289
CT45A7	HGNC:51260	101060211	ENSG00000273696
CT45A8	HGNC:51261	102723737	ENSG00000278085
CT45A9	HGNC:51262	102723680	ENSG00000270946
CT45A10	HGNC:51263	102723631	ENSG00000269586
CT47A1	HGNC:33282	728096	ENSG00000236371
CT47A2	HGNC:33283	728090	ENSG00000242362
CT47A3	HGNC:33284	728082	ENSG00000236126
CT47A4	HGNC:33285	728075	ENSG00000230594
CT47A5	HGNC:33286	728072	ENSG00000237957
CT47A6	HGNC:33287	728062	ENSG00000226023
CT47A7	HGNC:33288	653282	ENSG00000228517
CT47A8	HGNC:33289	728049	ENSG00000230347
CT47A9	HGNC:33290	728042	ENSG00000226600
CT47A10	HGNC:33291	728036	ENSG00000224089
CT47A11	HGNC:27397	255313	ENSG00000226929
CT47A12	HGNC:33292	100507170	ENSG00000226685
CT47B1	HGNC:33293	643311	ENSG00000236446
CT47C1	HGNC:53820	727838	ENSG00000277535
CT83	HGNC:33494	203413	ENSG00000204019
CTAG1A	HGNC:24198	246100	ENSG00000268651
CTAG1B	HGNC:2491	1485	ENSG00000184033
CTAG2	HGNC:2492	30848	ENSG00000126890
CTAGE1	HGNC:24346	64693	ENSG00000212710
CTAGE4	HGNC:24772	100128553	ENSG00000288784
CTAGE6	HGNC:28644	340307	ENSG00000271321
CTAGE8	HGNC:37294	100142659	ENSG00000289604
CTAGE9	HGNC:37275	643854	ENSG00000236761
CTAGE15	HGNC:37295	441294	ENSG00000271079
CTBP2	HGNC:2495	1488	ENSG00000175029
CTBS	HGNC:2496	1486	ENSG00000117151
CTCFL	HGNC:16234	140690	ENSG00000124092
CTDNEP1	HGNC:19085	23399	ENSG00000175826
CTDSP1	HGNC:21614	58190	ENSG00000144579
CTDSP2	HGNC:17077	10106	ENSG00000175215
CTDSPL	HGNC:16890	10217	ENSG00000144677
CTDSPL2	HGNC:26936	51496	ENSG00000137770
CTIF	HGNC:23925	9811	ENSG00000134030
CTNNAL1	HGNC:2512	8727	ENSG00000119326
CTNNBIP1	HGNC:16913	56998	ENSG00000178585
CTPS2	HGNC:2520	56474	ENSG00000047230
CTRB1	HGNC:2521	1504	ENSG00000168925
CTRB2	HGNC:2522	440387	ENSG00000168928
CTRL	HGNC:2524	1506	ENSG00000141086
CTSE	HGNC:2530	1510	ENSG00000196188
CTSG	HGNC:2532	1511	ENSG00000100448
CTSL	HGNC:2537	1514	ENSG00000135047
CTSO	HGNC:2542	1519	ENSG00000256043
CTSS	HGNC:2545	1520	ENSG00000163131
CTSV	HGNC:2538	1515	ENSG00000136943
CTSW	HGNC:2546	1521	ENSG00000172543
CTSZ	HGNC:2547	1522	ENSG00000101160
CTTN	HGNC:3338	2017	ENSG00000085733
CTTNBP2	HGNC:15679	83992	ENSG00000077063
CTTNBP2NL	HGNC:25330	55917	ENSG00000143079
CTU1	HGNC:29590	90353	ENSG00000142544
CTXN1	HGNC:31108	404217	ENSG00000178531
CTXN2	HGNC:31109	399697	ENSG00000233932
CTXN3	HGNC:31110	613212	ENSG00000205279
CTXND1	HGNC:50507	100996492	ENSG00000259417
CTXND2	HGNC:53440	100996521	ENSG00000283324
CUEDC1	HGNC:31350	404093	ENSG00000180891
CUEDC2	HGNC:28352	79004	ENSG00000107874
CUL1	HGNC:2551	8454	ENSG00000055130
CUL2	HGNC:2552	8453	ENSG00000108094
CUL4A	HGNC:2554	8451	ENSG00000139842
CUL5	HGNC:2556	8065	ENSG00000166266
CUL9	HGNC:15982	23113	ENSG00000112659
CUTA	HGNC:21101	51596	ENSG00000112514
CUTC	HGNC:24271	51076	ENSG00000119929
CUZD1	HGNC:17937	50624	ENSG00000138161
CWC15	HGNC:26939	51503	ENSG00000150316
CWC22	HGNC:29322	57703	ENSG00000163510
CWC25	HGNC:25989	54883	ENSG00000273559
CWF19L2	HGNC:26508	143884	ENSG00000152404
CWH43	HGNC:26133	80157	ENSG00000109182
CX3CL1	HGNC:10647	6376	ENSG00000006210
CXADR	HGNC:2559	1525	ENSG00000154639
CXCL1	HGNC:4602	2919	ENSG00000163739
CXCL2	HGNC:4603	2920	ENSG00000081041
CXCL3	HGNC:4604	2921	ENSG00000163734
CXCL5	HGNC:10642	6374	ENSG00000163735
CXCL6	HGNC:10643	6372	ENSG00000124875
CXCL8	HGNC:6025	3576	ENSG00000169429
CXCL9	HGNC:7098	4283	ENSG00000138755
CXCL10	HGNC:10637	3627	ENSG00000169245
CXCL11	HGNC:10638	6373	ENSG00000169248
CXCL13	HGNC:10639	10563	ENSG00000156234
CXCL14	HGNC:10640	9547	ENSG00000145824
CXCL16	HGNC:16642	58191	ENSG00000161921
CXCL17	HGNC:19232	284340	ENSG00000189377
CXCR3	HGNC:4540	2833	ENSG00000186810
CXCR5	HGNC:1060	643	ENSG00000160683
CXCR6	HGNC:16647	10663	ENSG00000172215
CXXC1	HGNC:24343	30827	ENSG00000154832
CXXC4	HGNC:24593	80319	ENSG00000168772
CXXC5	HGNC:26943	51523	ENSG00000171604
CXorf38	HGNC:28589	159013	ENSG00000185753
CXorf49	HGNC:30891	100130361	ENSG00000215115
CXorf49B	HGNC:34229	100132994	ENSG00000215113
CXorf49C	HGNC:53552	101059915	ENSG00000283599
CXorf51A	HGNC:30533	100129239	ENSG00000224440
CXorf51B	HGNC:42787	100133053	ENSG00000235699
CXorf58	HGNC:26356	254158	ENSG00000165182
CXorf65	HGNC:33713	158830	ENSG00000204165
CXorf66	HGNC:33743	347487	ENSG00000203933
CYB5B	HGNC:24374	80777	ENSG00000103018
CYB5D1	HGNC:26516	124637	ENSG00000182224
CYB5D2	HGNC:28471	124936	ENSG00000167740
CYB5R1	HGNC:13397	51706	ENSG00000159348
CYB5R2	HGNC:24376	51700	ENSG00000166394
CYB5R4	HGNC:20147	51167	ENSG00000065615
CYB5RL	HGNC:32220	606495	ENSG00000215883
CYB561A3	HGNC:23014	220002	ENSG00000162144
CYB561D1	HGNC:26804	284613	ENSG00000174151
CYB561D2	HGNC:30253	11068	ENSG00000114395
CYBRD1	HGNC:20797	79901	ENSG00000071967
CYFIP1	HGNC:13759	23191	ENSG00000273749
CYGB	HGNC:16505	114757	ENSG00000161544
CYLC2	HGNC:2583	1539	ENSG00000155833
CYP1A1	HGNC:2595	1543	ENSG00000140465
CYP2A7	HGNC:2611	1549	ENSG00000198077
CYP2A13	HGNC:2608	1553	ENSG00000197838
CYP2C18	HGNC:2620	1562	ENSG00000108242
CYP2D7	HGNC:2624	1564	ENSG00000205702
CYP2E1	HGNC:2631	1571	ENSG00000130649
CYP2F1	HGNC:2632	1572	ENSG00000197446
CYP2J2	HGNC:2634	1573	ENSG00000134716
CYP2S1	HGNC:15654	29785	ENSG00000167600
CYP2W1	HGNC:20243	54905	ENSG00000073067
CYP3A7	HGNC:2640	1551	ENSG00000160870
CYP3A43	HGNC:17450	64816	ENSG00000021461
CYP4A11	HGNC:2642	1579	ENSG00000187048
CYP4A22	HGNC:20575	284541	ENSG00000162365
CYP4B1	HGNC:2644	1580	ENSG00000142973
CYP4F2	HGNC:2645	8529	ENSG00000186115
CYP4F3	HGNC:2646	4051	ENSG00000186529
CYP4F8	HGNC:2648	11283	ENSG00000186526
CYP4F11	HGNC:13265	57834	ENSG00000171903
CYP4F12	HGNC:18857	66002	ENSG00000186204
CYP4X1	HGNC:20244	260293	ENSG00000186377
CYP4Z1	HGNC:20583	199974	ENSG00000186160
CYP8B1	HGNC:2653	1582	ENSG00000180432
CYP20A1	HGNC:20576	57404	ENSG00000119004
CYP26A1	HGNC:2603	1592	ENSG00000095596
CYP27C1	HGNC:33480	339761	ENSG00000186684
CYP39A1	HGNC:17449	51302	ENSG00000146233
CYP46A1	HGNC:2641	10858	ENSG00000036530
CYREN	HGNC:22432	78996	ENSG00000122783
CYRIA	HGNC:25373	81553	ENSG00000197872
CYRIB	HGNC:25216	51571	ENSG00000153310
CYSLTR1	HGNC:17451	10800	ENSG00000173198
CYSRT1	HGNC:30529	375791	ENSG00000197191
CYSTM1	HGNC:30239	84418	ENSG00000120306
CYTH1	HGNC:9501	9267	ENSG00000108669
CYTH2	HGNC:9502	9266	ENSG00000105443
CYTH3	HGNC:9504	9265	ENSG00000008256
CYTH4	HGNC:9505	27128	ENSG00000100055
CYTIP	HGNC:9506	9595	ENSG00000115165
CYTL1	HGNC:24435	54360	ENSG00000170891
CYYR1	HGNC:16274	116159	ENSG00000166265
CZIB	HGNC:26059	54987	ENSG00000162384
DAAM1	HGNC:18142	23002	ENSG00000100592
DAB2	HGNC:2662	1601	ENSG00000153071
DAB2IP	HGNC:17294	153090	ENSG00000136848
DACH2	HGNC:16814	117154	ENSG00000126733
DACT2	HGNC:21231	168002	ENSG00000164488
DACT3	HGNC:30745	147906	ENSG00000197380
DAD1	HGNC:2664	1603	ENSG00000129562
DAGLB	HGNC:28923	221955	ENSG00000164535
DAP	HGNC:2672	1611	ENSG00000112977
DAPK1	HGNC:2674	1612	ENSG00000196730
DAPK2	HGNC:2675	23604	ENSG00000035664
DAPK3	HGNC:2676	1613	ENSG00000167657
DAPL1	HGNC:21490	92196	ENSG00000163331
DAPP1	HGNC:16500	27071	ENSG00000070190
DAXX	HGNC:2681	1616	ENSG00000204209
DAZAP1	HGNC:2683	26528	ENSG00000071626
DAZAP2	HGNC:2684	9802	ENSG00000183283
DBF4	HGNC:17364	10926	ENSG00000006634
DBF4B	HGNC:17883	80174	ENSG00000161692
DBI	HGNC:2690	1622	ENSG00000155368
DBN1	HGNC:2695	1627	ENSG00000113758
DBNDD1	HGNC:28455	79007	ENSG00000003249
DBNDD2	HGNC:15881	55861	ENSG00000244274
DBNL	HGNC:2696	28988	ENSG00000136279
DBP	HGNC:2697	1628	ENSG00000105516
DBX1	HGNC:33185	120237	ENSG00000109851
DBX2	HGNC:33186	440097	ENSG00000185610
DCAF1	HGNC:30911	9730	ENSG00000145041
DCAF4	HGNC:20229	26094	ENSG00000119599
DCAF4L1	HGNC:27723	285429	ENSG00000182308
DCAF4L2	HGNC:26657	138009	ENSG00000176566
DCAF5	HGNC:20224	8816	ENSG00000139990
DCAF6	HGNC:30002	55827	ENSG00000143164
DCAF7	HGNC:30915	10238	ENSG00000136485
DCAF8L1	HGNC:31810	139425	ENSG00000226372
DCAF8L2	HGNC:31811	347442	ENSG00000189186
DCAF10	HGNC:23686	79269	ENSG00000122741
DCAF11	HGNC:20258	80344	ENSG00000100897
DCAF12	HGNC:19911	25853	ENSG00000198876
DCAF12L1	HGNC:29395	139170	ENSG00000198889
DCAF12L2	HGNC:32950	340578	ENSG00000198354
DCAF13	HGNC:24535	25879	ENSG00000164934
DCAF15	HGNC:25095	90379	ENSG00000132017
DCAF16	HGNC:25987	54876	ENSG00000163257
DCAKD	HGNC:26238	79877	ENSG00000172992
DCANP1	HGNC:24459	140947	ENSG00000251380
DCBLD1	HGNC:21479	285761	ENSG00000164465
DCBLD2	HGNC:24627	131566	ENSG00000057019
DCD	HGNC:14669	117159	ENSG00000161634
DCDC1	HGNC:20625	341019	ENSG00000170959
DCDC2B	HGNC:32576	149069	ENSG00000222046
DCDC2C	HGNC:32696	728597	ENSG00000214866
DCHS2	HGNC:23111	54798	ENSG00000197410
DCLK1	HGNC:2700	9201	ENSG00000133083
DCLK2	HGNC:19002	166614	ENSG00000170390
DCLK3	HGNC:19005	85443	ENSG00000163673
DCLRE1A	HGNC:17660	9937	ENSG00000198924
DCP1A	HGNC:18714	55802	ENSG00000272886
DCP1B	HGNC:24451	196513	ENSG00000151065
DCP2	HGNC:24452	167227	ENSG00000172795
DCPH1	HGNC:17872	79624	ENSG00000146476
DCST1	HGNC:26539	149095	ENSG00000163357
DCST2	HGNC:26562	127579	ENSG00000163354
DCSTAMP	HGNC:18549	81501	ENSG00000164935
DCTD	HGNC:2710	1635	ENSG00000129187
DCTN3	HGNC:2713	11258	ENSG00000137100
DCTN5	HGNC:24594	84516	ENSG00000166847
DCTN6	HGNC:16964	10671	ENSG00000104671
DCTPP1	HGNC:28777	79077	ENSG00000179958
DCUN1D1	HGNC:18184	54165	ENSG00000043093
DCUN1D2	HGNC:20328	55208	ENSG00000150401
DCUN1D3	HGNC:28734	123879	ENSG00000188215
DCUN1D4	HGNC:28998	23142	ENSG00000109184
DCUN1D5	HGNC:28409	84259	ENSG00000137692
DDA1	HGNC:28360	79016	ENSG00000130311
DDAH1	HGNC:2715	23576	ENSG00000153904
DDAH2	HGNC:2716	23564	ENSG00000213722
DDI1	HGNC:18961	414301	ENSG00000170967
DDI2	HGNC:24578	84301	ENSG00000197312
DDIAS	HGNC:26351	220042	ENSG00000165490
DDIT4	HGNC:24944	54541	ENSG00000168209
DDIT4L	HGNC:30555	115265	ENSG00000145358
DDN	HGNC:24458	23109	ENSG00000181418
DDO	HGNC:2727	8528	ENSG00000203797
DDR1	HGNC:2730	780	ENSG00000204580
DDT	HGNC:2732	1652	ENSG00000099977
DDTL	HGNC:33446	100037417	ENSG00000099974
DDX1	HGNC:2734	1653	ENSG00000079785
DDX4	HGNC:18700	54514	ENSG00000152670
DDX5	HGNC:2746	1655	ENSG00000108654
DDX10	HGNC:2735	1662	ENSG00000178105
DDX11L13	HGNC:37112	138304584	
DDX17	HGNC:2740	10521	ENSG00000100201
DDX18	HGNC:2741	8886	ENSG00000088205
DDX19A	HGNC:25628	55308	ENSG00000168872
DDX19B	HGNC:2742	11269	ENSG00000157349
DDX20	HGNC:2743	11218	ENSG00000064703
DDX21	HGNC:2744	9188	ENSG00000165732
DDX24	HGNC:13266	57062	ENSG00000089737
DDX25	HGNC:18698	29118	ENSG00000109832
DDX27	HGNC:15837	55661	ENSG00000124228
DDX28	HGNC:17330	55794	ENSG00000182810
DDX31	HGNC:16715	64794	ENSG00000125485
DDX39A	HGNC:17821	10212	ENSG00000123136
DDX39B	HGNC:13917	7919	ENSG00000198563
DDX42	HGNC:18676	11325	ENSG00000198231
DDX43	HGNC:18677	55510	ENSG00000080007
DDX46	HGNC:18681	9879	ENSG00000145833
DDX47	HGNC:18682	51202	ENSG00000213782
DDX49	HGNC:18684	54555	ENSG00000105671
DDX50	HGNC:17906	79009	ENSG00000107625
DDX51	HGNC:20082	317781	ENSG00000185163
DDX52	HGNC:20038	11056	ENSG00000278053
DDX53	HGNC:20083	168400	ENSG00000184735
DDX54	HGNC:20084	79039	ENSG00000123064
DDX55	HGNC:20085	57696	ENSG00000111364
DDX56	HGNC:18193	54606	ENSG00000136271
DDX60	HGNC:25942	55601	ENSG00000137628
DDX60L	HGNC:26429	91351	ENSG00000181381
DECR2	HGNC:2754	26063	ENSG00000242612
DEDD	HGNC:2755	9191	ENSG00000158796
DEDD2	HGNC:24450	162989	ENSG00000160570
DEF8	HGNC:25969	54849	ENSG00000140995
DEFA1	HGNC:2761	1667	ENSG00000206047
DEFA1B	HGNC:33596	728358	ENSG00000240247
DEFA3	HGNC:2762	1668	ENSG00000239839
DEFA4	HGNC:2763	1669	ENSG00000164821
DEFA5	HGNC:2764	1670	ENSG00000164816
DEFA6	HGNC:2765	1671	ENSG00000164822
DEFB1	HGNC:2766	1672	ENSG00000164825
DEFB4A	HGNC:2767	1673	ENSG00000171711
DEFB4B	HGNC:30193	100289462	ENSG00000177257
DEFB103A	HGNC:15967	414325	ENSG00000176797
DEFB103B	HGNC:31702	55894	ENSG00000177243
DEFB104A	HGNC:18115	140596	ENSG00000176782
DEFB104B	HGNC:26165	503618	ENSG00000177023
DEFB105A	HGNC:18087	245908	ENSG00000186562
DEFB105B	HGNC:29930	504180	ENSG00000186599
DEFB106A	HGNC:18088	245909	ENSG00000186579
DEFB106B	HGNC:28879	503841	ENSG00000187082
DEFB107A	HGNC:18086	245910	ENSG00000186572
DEFB107B	HGNC:31918	503614	ENSG00000198129
DEFB108B	HGNC:29966	245911	ENSG00000184276
DEFB109B	HGNC:33469	641517	ENSG00000206034
DEFB109C	HGNC:43844	100286963	ENSG00000205989
DEFB109D	HGNC:30838	503838	ENSG00000254866
DEFB110	HGNC:18091	245913	ENSG00000203970
DEFB112	HGNC:18093	245915	ENSG00000180872
DEFB113	HGNC:18094	245927	ENSG00000214642
DEFB114	HGNC:18095	245928	ENSG00000177684
DEFB115	HGNC:18096	245929	ENSG00000215547
DEFB116	HGNC:18097	245930	ENSG00000215545
DEFB118	HGNC:16196	117285	ENSG00000131068
DEFB119	HGNC:18099	245932	ENSG00000180483
DEFB121	HGNC:18101	245934	ENSG00000204548
DEFB123	HGNC:18103	245936	ENSG00000180424
